写在年末冬初孩子流感的第五天，我们仍然没有忘记热情拥抱这2020年的第一天。带着一丝迷信，早晨给孩子穿上红色的羽绒服羽绒裤，祈祷新的一年，孩子们身体康健。仍然会有一丝焦虑，焦虑我的孩子为什么会过早的懂事，从两岁多开始关注我的情绪，会深沉地说：妈妈，你终于笑了！这句话像刀子一样扎入我?展开全文c,0
开年大模型…累到以为自己发烧了腰疼膝盖疼腿疼胳膊疼脖子疼#Luna的Krystallife#?,-1
邱晨这就是我爹，爹，发烧快好，毕竟美好的假期拿来养病不太好，假期还是要好好享受快乐，爹，新年快乐，发烧好了就去浪吧，快快乐乐的度过这个美好假期，说不定以后就没有了嗷@邱晨虫仔2泉州·泉州理工学院?,1
新年的第一天感冒又发烧的也太衰了但是我要想着明天一定会好的?,1
问：我们意念里有坏的想法了，天神就会给记下来，那如果有好的想法也会被记下来吗？答：那当然了。有坏的想法天神会记，叫“头上三尺有神灵”（明白）那么地府的官也会记，如果你坏得不是太厉害的意念，你只要在五分钟当中，或者在一分钟两分钟三分钟当中不要让这个坏的意念长存，它可能就没了，下面?展开全文c,1
发高烧反反复复，眼睛都快睁不开了。今天室友带我去看，还在发烧中建议我输液，我拒绝了。给我打针????：你今天吃东西了吗？??：没有??：那你觉得不舒服要给我说哦。??：好。我室友不忍心看我的惨状背过身去。??：医生好了吗??：没有??：医生，好了吗??：还没有我室友?展开全文c,-1
明天考试今天发烧跨年给我跨坏了？？2兰州·兰州交通大学?,-1
#元旦快乐##枇杷手法小结#每个娃都是有故事的娃。每个大人也是有故事的大人。小枇杷有茶有手法，静待每个有需求的大人和孩子的到来~这几天在武汉，专业手法课的学员阿敏专程过来，告诉我们说很喜欢这样的解决问题的感觉，她最近用体侧线手法给好多流感的娃调了很有效。枇杷说，你可以开始记?展开全文c,0
一个人在外就对自己好一点吧，一个人过生日应该没什么尴尬的吧，今年的惊喜来自东哥2020第一天就发烧???真的有点顶?,-1
2020年的第一天发烧，姨妈来难受???,-1
#新年心愿#魔幻，2020第一天感冒发烧躺了一天......哪儿都没有去，梦乡一日游2上海?,-1
哎，新年第一天发烧感冒，也是够够的，头都没开好，希望新的一年顺顺利利的???????,1
在家的时候发烧还会坚持上网，上学的时候打个喷嚏都会觉得是癌症晚期。?,-1
现在是北京时间11点38分我发了一个晚上的烧，难受死了，去给自己弄个冷毛巾吧，哇第一次发烧发得这么厉害，我快死了，不要祭奠我行了朋友们.我已经灭绝了眼睛都睁不开了现在睡吧.晚安分享单曲KShapeOfMyHeart(电影《这个杀手不太冷》片尾曲)(@网易云音乐)?,-1
2020第一天就发烧，今年怕是可以过呢红红火火了。2芒市?,1
新年第一天在发烧当中过去了?,0
可怜的大宝，今天咳嗽发烧，还被我训，被我打，为什么要乱扔东西呢？为什么要打人呢？妈妈骂你打你但是也很心疼你，希望你明天病情好转，妈妈好担心你2榆林·府谷县?,1
//@木堇LMWH:【??李汶翰??】???青春有你第一C位出道???全能ACE舞台王者???李汶翰全能ACE???李汶翰舞台王者???李汶翰热心公益???李汶翰小动物呵护者???李汶翰篮球发烧友???李汶翰游泳健儿???期待李汶翰@UNINE_李汶翰评论配图,0
打喷嚏咳嗽不捂住猪嘴的祝你发烧感冒到2030cnm?,-1
晚上回家阿姨告知苗小苗发烧了，去了医院验血，嗓子和肺都没事，血象有点高，开了头孢。我们等候之余还去看了月亮。?,0
我太难了又喉咙痛，小发烧还要准备三个考试，还都是闭卷考，还都那么难?,-1
感冒发烧不想吃药打针那你就挺着别说难受啊，饿了想吃不会做饭那你就泡面安慰自己啊，下雨打雷在外没伞挨?,-1
#杜江努力是最不值得一提的事#努力不值得一提大家都不要努力了你觉得努力不值得一提你自己不努力就好买什么热搜啊要全民都跟你一起不努力吗？@杜江侦察记你跟那种“我发烧不想让人知道，然后买了热搜一”跟全世界宣告有什么区别喊了那么久“越努力越幸运”的人感到被冒犯了?,0
1月2号第一次小发烧希望今年平平安安健健康康快快乐乐2石家庄·河北科技大学?,1
我十年没有打针了，十年没有打针了。太疼了，疼！比输液难受多了。不会了，不会了。不会再发烧打针了?,-1
2020真是开门红啊，今天听到一个好消息：除夕和春节不放假，我要在单位过年、下乡守岁了//@言从戈非一:艹最后一天还中招甲流和急性咽炎！发烧39度真是????，2019我要在急诊室跨年了,-1
细菌性结膜炎+发烧，2020年的第一天班竟然以带娃开启??，这节奏让人瑟瑟发抖。L小肥妹的2生活的微博视频?,-1
Day26#30天推朴佑镇挑战#出去玩儿的最后几天太累了回来又发烧，现在要继续打卡啦~为雀做的最大改变？之前其实不能理解追星的姐妹因为一个不是现生中亲近的人开心难过欢笑流泪，喜欢上雀雀之后一切都明白了，会因为有好的成绩开心尖叫，也会因为雀受伤难过哭泣，更多的时候是想到雀就感到温暖，?展开全文c,0
求安利好喝的泡茶好物柠檬片和水果干料包总喝着苦感冒了没发烧一天二十个喷嚏少不了顺口溜也很难编胡诌几句别嫌少不吃药真的又惨又爽#quietXnoisy#?,-1
感觉自己在发烧脑袋好疼又没有温度计也莫得药明天还要考试太难了?,-1
预告伪装学渣谢俞这个小朋友长得有点壮啊…拍完就感冒发烧躺着zzzzzz_(:з」∠)_再也不敢挑战冬天的早晨了开空调也不管用我尽力了毕竟上了年纪啊（小声）photo:Yashiro#伪装学渣##谢俞##西楼谢俞##木瓜黄#COS?,0
好久没发烧的我，昨天夜班居然发烧了。烧的头疼，眼睛疼。好不容易睡着了，又有患者家属敲门。最难受的时候我就想给我爸打电话，想让他来接我回家，因为真的太难受了，可是我忍住了，我不能那么做。早上五点半起来抽血，差不多得抽血抽一个小时左右，因为人太多了。为什么抽这么久，因为有几个大娘真的?展开全文c,-1
这一年刚开始就发烧???,-1
前两天发烧今天我在#百词斩#学了《考研词汇》82个单词，已坚持6天。你也来背单词吧>>>下载百词斩:O网页链接?,0
最后一天发烧要死了????,-1
2020求求感冒发烧头疼咳嗽放过我?,1
对不起，您的暑假余额已不足15天，请及时充值.充值方式有：发烧请假1-5天/感冒请假1-3天/头晕头疼肚疼均1天，特价优惠：不交学费可长期暑假待机。。。nn?,0
小朋友发烧了就眼泪汪汪的，看电视都没有兴趣了.2乐清市?,-1
//@恋与制作人同人专列:O网页链接O网页链接#恋与制作人二周年庆#【文】“过来抱我。”??是新年贺文&迟到的两周年贺文这次私心里想写一个发烧感冒撒娇的白警官，在最后保留了一个小小的惊喜，希望往后每一年都是阳光干净，星河璀璨。,0
屯門醫院接收-名上呼吸道感染女子，她曾經到武漢，初步顯示她沒有感染沙士或禽流感，目前繼續被隔離，情況穩定。屯門醫院表示，星期二接收-名發燒、出現上呼吸道感染徵狀的女病人，由於她發病前到過湖北武漢，隨即安排隔離治療並進行快速測試，對禽流感、沙士呈陰性反應。自武漢出現不明?展开全文c,0
越是发烧越是想吃冒菜?,0
小崽崽，今天是你一岁五个月零三天，这是你第四次半夜去医院，第一次，第二次是因为胳膊脱臼，第三次就是最近半个月之前的发烧，今天走路不小心把嘴磕破了，妈妈实在没想到会如此严重，让你缝了几针，万幸的是以后不用留疤。亲爱的小崽崽，以后的路很长，磕磕绊绊在所难免，妈妈只希望你可以平平安安，?展开全文c,1
头疼了一整天，迷迷糊糊了一整天。明知道我今天病的重，明知道孩子发烧，但是现在了他还没回来。不知道他啥时候回来，不知道他干啥去了。这会儿孩子退烧了，算算时间，12点了还得再给吃一次退烧药，所以我也不能睡，等着吧。?,-1
2020.1.3宝宝出生第638天20个月+29天又是陪着宝宝升级打怪的一天。反复发烧，强制喂药。可怜的宝宝。还好精神状态还是不错的。晚上吃饭也乖。明天上午还是带宝宝去查个血常规好了。?,0
200103晴朗。小宝发烧退了，YB低烧?,1
感冒发烧就是难受2来宾·金秀瑶族自治县?,-1
今天上着上着课，孩子们一个个都上来跟我说头晕，去量完体温才发现居然都发烧了，一节课下来五六个小孩都请假回家了，流感季节真是太可怕了???,-1
推荐你听北方的狼??老歌发烧友和素素（王月园）合唱的这首，唱得真不错K新鸳鸯蝴蝶梦-北方的狼??老歌发烧友?,0
1Y31D发烧咳嗽流鼻涕，被灌各种药；嗓子疼，不吃不喝；终于还是逃不过输液新年的愿望，就希望你不要生病2巴彦淖尔?,1
病患突然发烧，四肢冰凉，还好及时发现，幸免于难L每日笑话汇的微博视频?,0
OMG！刚庆祝完老公生日，??小可却??了，第一次发烧???的你，麻麻看了真心疼！今晚应该是个不眠之夜了?,-1
#牙套打卡#感冒发烧真的是太难受了，但想想毕竟也是一次提高免疫力的机会，就忍忍吧连喝了两天粥虚得很@整牙韩嬿医生@上海隐形矫正?,-1
又感冒又发烧（她在说啥）我是一个么的感情的上班机器???2长春?,-1
回来6天五天在感冒?发烧我好晕现在?,-1
人真的不能感冒发烧啊@想太多也跳不出怪圈圈第1287天?,-1
大家最近真的不要去人多的地方！！！我跨年那天在外面去玩，第二天醒了就发烧加咳嗽了，最开始还以为是感冒随便拿了点药，到现在才知道是流感，嗓子一直在咳嗽都发不出声音，喝水都疼，昨天咳了一天，今天一咳嗽就肚子特别疼，真的要非常注意！！！?,-1
本来定了明天去东丽湖恒大泡温泉结果旺仔感冒发烧今天刚不烧我也感冒严重了所以就不能去了想买个gucci帽子去了两家店找了一个代购都没有新找了一个代购不知道能不能买着在没有我就官网订一个太喜欢了最近怎么这么多烦心事我都好久没去健身房了好愧疚更没有什么心思买衣服不?展开全文c,-1
社交心理障碍。感谢感冒发烧让我避开了小刘的朋友局。希望下次他们聚会我还发烧。?,0
我再也不会抱它睡了——————————————————————故事人物：我和妈妈故事背景：两个感冒的人er故事讲述：额头太疼了敷了两片沾凉水的卸妆棉妈妈看见了就问我你这是发烧贴嘛我为啥要贴发烧贴?,0
直到今天才知道差点这辈子都见不到你了原本以为只是发烧感冒结果是病毒性肝炎还好10天爆发期你在第8天回昆明了云艺的一个小姐姐和你一样但是错过了抢救无效不幸去世了听你一个人这么机智勇敢地熬过来真的好庆幸你还好好的活着生命真的坚强又脆弱大家都要努力的活着啊?,0
一个月前回到家连吃五顿辣火锅吃到拉肚子发烧然后我好好做人了半个月吃得像个广dong人期间考完了一场有点重要的考试肝完了论文初稿今天预答辩还被夸了于是出校门第一件是就是打电话问火锅店可不可以预约哈哈哈哈哈?,1
恭喜我自己获得生理期感冒发烧大礼包一份?,0
华电读研日记—2020今天突然想吃橄榄菜，于是有了图1—3。没有吃过的同学可以试试味道很好吃的，下馒头也很好。用橄榄菜就主食不加别的，是那种很简单纯粹的美味体验。图书馆门口的奶茶不错耶，今天第一次喝。以前以为那里只有咖啡，今天发现也有奶茶。它这个叫慕斯奶茶，如果我没记错。口感细?展开全文c,0
也不知道是什么原因今天早上宝贝就开始发烧了，但是你却跟平时一样很开心的和妈妈玩，知道下午爸爸回家后量了体温才发现你体温又升高了，看着你开始慢慢哭闹就知道肯定是特别的不舒服了！这也是你出生以来第一次发这么高的烧，虽然赶紧喝完退烧药后就睡了，但是还是很担心，看着躺在身边的你，一次次摸?展开全文c,0
#记录一下小朋友第一次感冒发烧#我们家的小朋友真是一个女汉子呀，虽然早产一个多月，比同龄的小朋友小很多，但是这个身体素质那是杠杠的，昨天13价肺炎的加强针打完后哭闹不止，晚上发烧38.5喝了点退烧药，不放心还是去省妇幼急诊吧#带着边框一起拍#，哇呀呀，进门吓一跳人山人海的，流感太厉害了，?展开全文c,1
感冒发烧?,0
来看响妹打球下大雨了我俩真的琳成狗现在脑壳有点昏我估计我要发烧了身体太差了难过死了?,-1
连续发烧四天。。。。也是够够的了。今天打了吊针直接升到40度，我甚至以为自己要挂了，也是服了?,-1
这个叫“搭棚”很流行的古老电子工程技术，电子管时代发明，到如今还是发烧友比技术的基本功//@ICE啤酒:转发微博,0
晚上又发烧了，38.7度，吃了药，贴了退热贴，又上了布洛芬栓剂，总算发汗降温睡着了，希望小桃子晚上没事，恢复健康?,1
2020第一场感冒病毒太严重，最终还是没逃掉再多的表情包都形容不了我，晚上尤其严重，住院?出院?门诊?门诊，感冒鼻塞?咳嗽?发烧?省略号的难受……???2许昌?,-1
恭喜我的感冒发烧姨妈一起恭候我?,0
哦吼，这个自助餐吃贵了，手机废了，人发烧了。需要看看周老师求安慰，这个手机上却没有还在我一年半前我特别喜欢by的时候?,-1
发烧情头吗@二花女士2西宁?,0
在家的时候发烧还会坚持上网，上学的时候打个喷嚏都会觉得是癌症晚期。?,-1
这个冬天有点暖，但太阳??消失了好久搞的小盆友们相继流感发烧???在家打扫了半天卫生再地板打蜡明天去买盘水仙吧?,0
发烧就不能着凉，不允许穿这么少评论配图,0
宝贝生下来今天是第二次发烧，给他做了菠菜圆子汤，他不吃，给他煮了面，他不吃，又给他蒸了苹果泥，他不吃，晚上还给他熬了八宝粥，仍然不吃，唉，累得我吐血。。。整个一天，就喝了点牛奶，心疼死我了。快点好起来吧。?,0
历史总是惊人的相似~去年的今天我发烧了，今年的今天我着凉头疼想吐,-1
